,Age,Gender,Location,Occupation,Income Bracket,Credit Score,Channel,Device Type,Loans Accessed,Savings Accessed,Monthly Avg Balance,Loans Taken,Repayment Misses,Overdraft Events,Failed Payments,Current Plan,Payment Mode,Tickets Raised,Resolution Time (hrs),Sentiment Score,Survey Feedback,Churned,Onboarding Year,Onboarding Month,Customer Tenuer Year,Total Logins,Support Intensity
155,27,Other,North,Salaried,Medium,364,Agent,Web,2,1,61345.38655,1,1,1,0,Silver,Auto,2.0,3.390522224,0.633838773,Bad,0,2021,7,4,24.0,0.5898796314747294
156,34,Female,South,Self-employed,Low,592,Online,Web,1,1,43171.19414,0,1,7,0,Gold,Manual,1.0,16.99180525,-0.025451263,Neutral,0,2019,8,6,18.0,0.05885189862330844
157,66,Other,North,Retired,Low,623,Branch,iOS,1,1,48131.763028208115,3,0,2,0,Gold,Manual,3.0,12.56547914,0.151097501,Neutral,0,2020,7,5,23.0,0.2387493518213743
158,66,Female,South,Self-employed,Low,630,Branch,iOS,2,1,61227.1181,1,0,0,0,Basic,Auto,3.0,85.09853528,0.234856819,Neutral,0,2011,6,14,18.0,0.035253250718465245
159,53,Female,West,Retired,Medium,828,Agent,iOS,0,1,49043.58158,2,2,2,0,Platinum,Auto,6.0,4.727915916,0.25057019,Bad,0,2014,4,11,28.0,1.2690581022591942
160,34,Female,West,Self-employed,Low,434,Online,iOS,2,1,68364.92234,2,2,4,1,Silver,Manual,3.0,2.024007917,0.129264665,Neutral,0,2020,7,5,20.0,1.482207640989183
161,35,Other,South,Self-employed,Low,718,Online,Android,2,1,60392.00603,1,1,1,0,Platinum,Manual,1.0,94.15583986,-0.010573022,Neutral,0,2011,9,14,28.0,0.010620690139739571
162,69,Male,East,Retired,High,429,Online,Android,0,1,62789.91137,1,1,3,1,Silver,Manual,1.0,50.23109907,0.276169694,Neutral,0,2013,5,12,23.0,0.0199079856605654
163,40,Female,South,Salaried,Medium,848,Online,Android,1,1,40197.89491,3,1,3,0,Silver,Auto,4.0,55.6508096,-0.163693063,Good,0,2018,7,7,26.0,0.07187676205882187
164,51,Other,North,Student,Low,656,Agent,Android,0,1,48131.763028208115,0,2,3,0,Silver,Manual,3.0,19.65534279,0.942094973,Neutral,0,2014,9,11,16.0,0.15263025590814436
165,25,Female,South,Self-employed,Low,821,Branch,Android,1,1,49266.42236,2,1,2,1,Basic,Auto,4.0,54.35377912,0.361020547,Good,1,2012,3,13,14.0,0.07359193904749414
166,30,Male,South,Student,Medium,759,Agent,iOS,0,1,46139.975,0,1,2,0,Basic,Manual,4.0,34.15507071,0.61878111,Bad,0,2012,6,13,25.400753212228622,0.11711291813630681
167,40,Other,North,Retired,Low,794,Online,Android,1,1,39713.4841,1,1,1,0,Gold,Manual,2.0,40.41314027,0.099912732,Good,0,2011,11,14,18.0,0.04948885403702878
168,37,Female,West,Self-employed,Medium,838,Branch,iOS,0,1,53190.79092,1,0,2,0,Silver,Manual,1.0,34.19631559,0.665937342,Bad,0,2017,3,8,18.0,0.029242916458883928
169,39,Female,North,Retired,Medium,560,Branch,iOS,0,1,39859.16909,2,1,2,0,Basic,Auto,2.0,60.79504809,0.751255977,Good,0,2015,4,10,14.0,0.032897416201385886
170,64,Female,South,Self-employed,Medium,435,Online,Android,2,1,69285.95798,2,0,2,0,Basic,Manual,4.0,74.13686931,1.2078964,Bad,0,2013,6,12,18.0,0.05395426104755219
171,69,Male,North,Salaried,Low,526,Agent,Android,0,1,52981.38179,3,0,2,0,Silver,Manual,0.0,15.6350965,1.044649544,Bad,0,2018,7,7,16.0,0.0
172,40,Other,South,Self-employed,Low,527,Agent,Web,2,1,59824.11872,1,0,2,0,Silver,Auto,1.0,19.49005079,0.320099784,Bad,0,2018,10,7,22.0,0.051308229556440266
173,58,Female,West,Self-employed,Low,557,Online,Web,3,1,31567.33295,1,1,3,0,Silver,Auto,2.0,8.283778108,-0.134518427,Bad,0,2011,7,14,21.0,0.2414357282299141
174,52,Female,South,Self-employed,Medium,713,Branch,iOS,0,1,51908.23957,0,0,1,0,Platinum,Manual,3.0,42.46054189,-0.02945737,Neutral,0,2013,7,12,20.0,0.07065383215720425
175,20,Other,South,Retired,Low,519,Branch,iOS,2,1,18997.07065,2,1,1,1,Basic,Manual,3.0,19.21942227,0.416112434,Good,0,2015,9,10,16.0,0.15609210088914915
176,51,Male,West,Salaried,High,535,Agent,Android,2,1,48131.763028208115,1,1,2,0,Silver,Auto,2.0,69.10682861,1.116501432,Good,0,2020,5,5,24.0,0.02894070007591975
177,50,Male,North,Retired,Medium,319,Branch,Web,2,1,42065.68403,1,1,1,0,Basic,Manual,2.0,3.643839118,0.598153822,Good,0,2014,9,11,15.0,0.5488716530102304
178,63,Male,East,Student,Low,723,Online,iOS,0,1,11147.51413,1,0,4,0,Silver,Auto,4.0,104.375001,-0.079762085,Good,1,2017,9,8,12.0,0.03832335292624332
179,34,Male,East,Salaried,Medium,712,Branch,iOS,3,1,44465.05437,0,1,3,0,Silver,Auto,2.0,8.252012297,0.510935147,Good,0,2019,7,6,19.0,0.24236512598594834
180,62,Male,South,Self-employed,Low,688,Agent,Web,1,1,53823.68791,0,0,2,0,Gold,Auto,1.0,73.27032576,-0.157349828,Bad,0,2017,8,8,17.0,0.013648089995881027
181,36,Female,South,Self-employed,Medium,644,Agent,iOS,0,1,59103.52567,3,1,4,0,Silver,Auto,2.0,13.92216856,0.191625074,Good,0,2018,11,7,21.0,0.14365578116517216
182,47,Female,West,Self-employed,High,766,Online,Web,0,1,22470.80788,2,0,6,0,Gold,Manual,5.0,4.861300118,0.068146055,Good,1,2016,7,9,15.0,1.0285314378115504
183,40,Female,North,Student,Medium,488,Agent,Web,3,1,36445.12121,0,1,6,0,Platinum,Auto,1.0,27.02211071,0.420174269,Bad,1,2017,1,8,15.0,0.03700673166252452
184,32,Other,East,Student,Medium,667,Online,Android,0,1,66905.43867,1,1,2,0,Platinum,Manual,3.0,91.72333514,0.988647154,Neutral,0,2017,3,8,30.0,0.032707053177046086
185,31,Male,East,Self-employed,Medium,684,Branch,iOS,3,1,39388.42899,3,0,4,0,Basic,Manual,3.0,3.500706003,-0.00936959,Good,0,2020,9,5,31.0,0.8569699933182306
186,19,Other,West,Self-employed,Low,397,Branch,Android,3,1,57654.11721,1,0,4,0,Platinum,Manual,2.0,19.14226917,0.665662956,Neutral,1,2017,7,8,15.0,0.10448082106871764
187,56,Male,West,Student,Medium,569,Branch,Android,1,1,36564.1067,1,1,3,0,Gold,Auto,2.0,46.78328303,0.286339466,Good,0,2012,9,13,18.0,0.04275031315603675
188,66,Male,East,Retired,Low,517,Online,Android,2,1,46582.46897,1,0,1,1,Platinum,Manual,1.0,0.841090766,0.610602353,Good,0,2020,5,5,15.0,1.1889323250518244
189,35,Other,North,Salaried,Medium,320,Agent,Web,1,1,40927.72244,1,0,2,0,Gold,Manual,2.0,225.3811204,0.881927089,Good,0,2018,1,7,18.0,0.008873857741280446
190,23,Female,North,Salaried,Low,571,Online,iOS,0,1,73894.66041,0,1,1,1,Gold,Manual,2.0,17.61328533,0.664267198,Good,0,2016,6,9,14.0,0.11355065012167154
191,49,Other,North,Student,Low,459,Branch,Web,3,1,40888.92357,3,1,2,0,Basic,Manual,3.0,105.903764,-0.093468474,Bad,1,2011,5,14,12.0,0.0283276050509404
192,38,Female,South,Student,Low,791,Branch,iOS,2,1,21872.14755,1,2,5,0,Gold,Auto,3.0,6.202550651,0.553416747,Bad,1,2014,8,11,15.0,0.48367198734867695
193,57,Male,North,Retired,Low,728,Branch,Web,1,1,38374.72994,0,0,3,1,Platinum,Auto,1.0,22.41485094,0.166442139,Good,0,2011,9,14,18.0,0.04461327905667527
194,45,Female,South,Self-employed,Medium,346,Branch,Android,1,1,64759.78199,0,1,2,1,Basic,Auto,1.0,151.9829412,1.006648609,Good,0,2012,3,13,23.0,0.00657968579963236
195,44,Male,South,Student,Medium,522,Branch,iOS,1,1,29973.83894,3,0,2,1,Platinum,Auto,6.0,76.94599377,0.705039441,Good,0,2018,3,7,26.0,0.07797676923810558
196,19,Male,West,Retired,Low,457,Online,Web,1,1,56884.71137,3,1,0,0,Gold,Auto,3.0,31.80728965,0.33156898,Good,0,2012,4,13,18.0,0.09431800172260198
197,50,Female,South,Student,Low,346,Branch,Android,1,1,33598.00753,3,0,7,0,Silver,Auto,2.0,20.14528023,0.358596977,Bad,1,2019,2,6,18.0,0.09927883738353933
198,33,Male,South,Self-employed,Low,832,Online,Android,4,1,40189.18165,3,1,7,1,Platinum,Manual,3.0,10.70980825,-0.091774565,Bad,1,2015,7,10,15.0,0.28011705998564446
199,56,Female,West,Student,High,650,Online,iOS,1,1,78641.91052,0,0,0,0,Basic,Manual,2.0,64.57811625,1.06929408,Bad,0,2016,7,9,21.0,0.030970243731753326
200,39,Other,North,Self-employed,High,618,Branch,Android,1,1,50909.06346,0,0,2,0,Silver,Auto,4.0,47.0348522,0.667090527,Good,0,2015,1,10,28.0,0.08504332028070027
201,60,Male,North,Retired,Medium,530,Branch,Android,2,1,48131.763028208115,1,0,1,0,Platinum,Auto,3.0,41.85224381,0.546338468,Good,0,2020,7,5,19.0,0.07168074461238785
202,64,Male,East,Salaried,High,597,Branch,iOS,2,1,33525.34193,0,2,1,0,Gold,Manual,1.0,63.94791969,0.439921599,Good,0,2015,2,10,18.0,0.01563772527468751
203,30,Other,East,Retired,High,744,Online,Android,2,1,39961.41339,1,1,3,0,Platinum,Manual,2.0,19.17403782,0.447498633,Bad,1,2018,9,7,10.0,0.10430771122782734
207,58,Male,East,Retired,High,837,Online,Web,3,1,44011.71279,1,0,2,0,Platinum,Manual,2.0,127.8003013,0.273206388,Good,0,2021,8,4,12.0,0.015649415374265632
208,45,Other,East,Self-employed,High,340,Agent,Web,1,1,39514.7886,1,1,2,0,Silver,Manual,2.0,139.8500121,0.530270428,Neutral,0,2017,5,8,19.0,0.014301035587826024
209,24,Other,South,Salaried,Low,499,Agent,iOS,0,1,42974.19546,0,1,6,0,Gold,Auto,4.0,77.13151507,0.96195595,Good,0,2012,7,13,15.0,0.05185947658839368
210,35,Other,West,Salaried,Medium,847,Agent,Android,0,1,20114.44023,0,0,2,0,Basic,Auto,1.0,68.50877832,0.310646232,Good,0,2015,10,10,17.0,0.014596669573190543
211,58,Male,East,Self-employed,High,674,Online,Android,0,1,51960.77044,2,0,0,0,Gold,Auto,0.0,31.21460083,0.533288825,Good,0,2011,4,14,25.0,0.0
212,53,Other,North,Self-employed,Medium,705,Agent,iOS,1,1,43918.9387,1,0,2,1,Gold,Auto,2.0,66.66381115,1.059260942,Good,0,2011,10,14,22.0,0.03000128503754169
213,58,Female,West,Salaried,Medium,533,Agent,Android,1,1,54084.80915,1,2,2,0,Silver,Manual,1.0,22.1017744,0.836984032,Neutral,0,2016,3,9,18.0,0.04524523605670321
214,53,Female,West,Salaried,High,807,Online,Android,1,1,40945.93328,5,1,2,0,Basic,Auto,1.0,5.094824051,0.484926079,Good,0,2021,1,4,12.0,0.19627763196331038
215,61,Other,South,Salaried,Medium,541,Branch,iOS,1,1,67989.8587,0,2,3,0,Basic,Manual,2.0,51.15291754,0.624926391,Good,0,2021,8,4,17.400753212228622,0.03909845412895681
216,21,Female,West,Student,Low,638,Agent,iOS,0,1,49984.61754,1,0,1,0,Platinum,Manual,0.0,87.56216463,0.122077333,Good,0,2015,1,10,13.0,0.0
217,47,Male,West,Retired,High,319,Online,iOS,2,1,53606.8744,0,1,3,0,Gold,Manual,1.0,4.964066008,0.498250766,Good,0,2012,3,13,16.0,0.20144776447138654
218,41,Other,West,Self-employed,High,470,Agent,iOS,1,1,92255.00358,2,0,4,0,Gold,Manual,2.0,9.719588376,0.29570759,Neutral,0,2019,8,6,14.0,0.20577003085217893
219,37,Male,West,Self-employed,High,515,Online,iOS,2,1,33466.17107,2,0,4,0,Gold,Auto,3.0,14.06928338,0.823146405,Neutral,1,2011,10,14,11.0,0.2132304765617707
220,63,Female,West,Retired,High,315,Branch,Web,2,1,49501.93553,0,1,2,0,Silver,Manual,0.0,34.24446593,0.679225194,Neutral,0,2013,7,12,16.0,0.0
221,48,Female,West,Self-employed,Low,582,Online,iOS,1,1,48131.763028208115,2,2,3,0,Platinum,Manual,0.0,44.31386965,0.669565485,Good,0,2017,4,8,19.0,0.0
222,41,Female,West,Self-employed,Low,600,Online,Web,0,1,61729.6443,0,2,1,1,Basic,Auto,4.0,10.57767282,0.385905805,Bad,0,2016,6,9,14.0,0.37815501273937113
223,24,Female,North,Salaried,Medium,464,Agent,Web,1,1,46277.33347,3,1,2,0,Gold,Auto,3.0,38.1380254,0.407015547,Neutral,0,2021,5,4,15.0,0.07866164985038791
224,43,Male,West,Self-employed,High,557,Online,iOS,0,1,47685.67191,1,0,1,0,Basic,Manual,4.0,62.94497993,0.687172201,Bad,0,2012,1,13,21.0,0.06354756176661473
225,30,Other,South,Student,High,652,Branch,Web,2,1,65767.80533,0,0,1,1,Basic,Manual,0.0,51.41569948,0.7864042,Bad,0,2021,9,4,9.0,0.0
226,25,Male,North,Student,Medium,386,Online,iOS,4,1,36116.24593,0,0,2,0,Gold,Manual,4.0,141.8059837,0.447100197,Neutral,1,2018,8,7,17.0,0.028207554403785005
227,22,Other,West,Salaried,Low,825,Online,Android,2,1,71757.62804,0,0,0,0,Silver,Manual,3.0,1.603148766,0.530275283,Neutral,0,2017,3,8,12.0,1.8713172873439996
228,61,Female,East,Salaried,High,308,Online,iOS,1,1,43274.98041,1,1,5,0,Basic,Manual,6.0,47.59595162,-0.007872221,Neutral,1,2013,10,12,13.0,0.1260611416681661
229,30,Female,South,Self-employed,Medium,762,Branch,iOS,0,1,58167.61626,0,1,2,0,Platinum,Manual,2.0,27.87837194,0.386515389,Bad,0,2019,7,6,20.0,0.07174020076582707
230,46,Female,North,Salaried,Low,835,Branch,Android,0,1,67072.05925,5,0,1,1,Platinum,Manual,3.0,4.266351418,1.443358218,Bad,0,2015,5,10,15.0,0.7031769552181789
231,37,Female,South,Salaried,Medium,596,Online,iOS,1,1,64633.05731,2,2,2,0,Silver,Auto,2.0,49.44754699,0.612725181,Good,0,2021,12,4,27.0,0.04044690023560661
232,31,Male,North,Retired,Medium,516,Online,Android,1,1,31444.85477,1,0,5,0,Silver,Auto,2.0,73.40919406,0.447041676,Bad,0,2014,10,11,17.0,0.027244543760626596
233,49,Other,East,Salaried,Low,527,Online,Web,1,1,87561.65054,0,1,1,0,Silver,Manual,0.0,59.24577793,0.792806526,Good,0,2020,2,5,11.0,0.0
234,67,Other,South,Student,High,331,Agent,Web,2,1,57911.38459,0,0,2,0,Platinum,Auto,2.0,43.99249485,0.725774045,Good,0,2015,4,10,18.0,0.045462300031388195
235,44,Female,South,Self-employed,Low,730,Branch,Android,1,1,40769.23464,0,0,2,0,Basic,Manual,2.0,30.81318466,0.476092555,Neutral,0,2018,1,7,19.400753212228622,0.06490727985660928
237,69,Female,North,Retired,Low,530,Online,iOS,0,1,50222.13289,0,0,3,0,Basic,Manual,2.0,114.3870699,0.832909259,Neutral,0,2014,4,11,19.0,0.017484493673528393
238,21,Other,East,Self-employed,High,369,Branch,iOS,2,1,40270.76859,1,2,5,1,Gold,Manual,2.0,156.8080613,0.484089796,Bad,0,2015,1,10,16.0,0.012754446317486613
239,38,Other,West,Self-employed,High,410,Agent,Android,0,1,13222.62346,1,1,0,0,Gold,Manual,2.0,17.00544907,0.708513852,Neutral,0,2014,11,11,13.0,0.11760936107993059
241,56,Other,North,Retired,Medium,301,Branch,Android,6,1,39958.8003,6,0,2,0,Gold,Auto,1.0,179.6825416,0.712708861,Good,1,2020,11,5,16.0,0.005565370965344804
242,32,Male,North,Student,High,355,Agent,Android,2,1,57665.66924,1,0,9,0,Gold,Manual,6.0,43.31449758,-0.365919225,Good,1,2018,12,7,17.0,0.13852174988104757
243,55,Female,East,Retired,Low,570,Branch,Android,0,1,62722.78753,1,1,0,1,Basic,Manual,0.0,72.91900767,0.482804286,Neutral,0,2017,8,8,18.0,0.0
244,65,Female,West,Retired,High,573,Branch,Web,0,1,70432.19149,1,0,1,1,Basic,Manual,0.0,14.08136357,0.086375187,Neutral,0,2013,3,12,18.0,0.0
245,69,Male,West,Self-employed,Low,843,Online,Android,0,1,51572.77488,2,2,2,0,Basic,Auto,6.0,19.03462773,-0.033578812,Neutral,1,2014,6,11,8.0,0.31521499054817603
246,41,Female,East,Retired,High,569,Branch,Web,1,1,73715.28715,0,1,1,0,Silver,Auto,4.0,85.67907221,0.552563022,Bad,0,2020,1,5,21.0,0.04668584634291992
247,25,Male,West,Self-employed,Low,489,Online,Web,4,1,48131.763028208115,2,1,5,0,Platinum,Manual,2.0,34.30647498,0.544442982,Bad,1,2018,7,7,11.0,0.05829803269400196
248,45,Female,South,Salaried,Medium,782,Agent,Web,1,1,38899.16263,2,2,4,0,Gold,Manual,2.0,139.5087317,0.588461289,Bad,1,2014,4,11,12.0,0.014336020230624748
249,38,Female,East,Salaried,Low,607,Online,Web,3,1,34888.62194,2,0,1,0,Silver,Manual,6.0,50.37725032,0.588583968,Bad,1,2016,4,9,16.0,0.11910137933070103
250,33,Other,North,Retired,Medium,321,Branch,Android,3,1,88815.35787,0,1,5,0,Silver,Manual,1.0,59.93646359,0.543884109,Bad,0,2018,4,7,14.0,0.01668433437849415
251,33,Other,West,Student,Low,313,Branch,Web,2,1,37776.88261,1,1,2,1,Platinum,Auto,1.0,40.75525129,0.522214899,Neutral,0,2018,2,7,18.0,0.024536715351951892
252,52,Male,South,Self-employed,Medium,785,Branch,Web,2,1,25162.36136,3,0,5,0,Platinum,Auto,2.0,20.96970588,0.513973472,Neutral,1,2019,9,6,10.0,0.09537568201695731
253,34,Female,East,Retired,Low,845,Online,Web,0,1,41997.51636,1,0,1,0,Silver,Auto,2.0,14.52378611,0.544807072,Bad,0,2013,11,12,12.0,0.1377051400270174
254,26,Female,East,Retired,High,763,Agent,Android,0,1,56052.26952,1,0,1,0,Gold,Auto,2.0,29.96225336,0.825197949,Good,0,2011,2,14,16.0,0.06675065376324553
255,52,Female,North,Student,Low,732,Agent,iOS,2,1,42559.82804,0,0,0,0,Basic,Manual,1.0,78.20393047,0.125821969,Neutral,0,2014,2,11,25.0,0.012787081083905525
256,69,Other,North,Self-employed,Medium,699,Branch,iOS,3,1,48131.763028208115,1,0,2,0,Gold,Auto,3.0,37.20677247,1.038746349,Neutral,1,2015,12,10,16.0,0.08063048205589224
257,46,Male,East,Retired,Medium,578,Online,Web,1,1,64477.97094,2,1,1,0,Gold,Manual,2.0,33.18631235,0.482456471,Bad,0,2012,10,13,22.0,0.06026581016013368
258,56,Male,South,Student,Low,409,Branch,iOS,1,1,45132.74545,1,1,5,0,Platinum,Manual,0.0,33.63402339,0.271640736,Neutral,0,2020,11,5,22.0,0.0
259,35,Male,North,Self-employed,High,347,Online,Web,1,1,80109.41347,1,0,1,0,Platinum,Auto,3.0,61.74681714,0.730952086,Neutral,0,2016,2,9,25.0,0.04858550025660481
260,29,Female,East,Salaried,Low,381,Agent,Web,0,1,35224.30891,3,0,4,1,Platinum,Manual,3.0,62.95938455,-0.077405296,Good,0,2016,9,9,21.0,0.0476497669321642
261,36,Male,East,Student,Low,577,Online,Android,2,1,24819.47665,1,0,1,0,Gold,Auto,1.0,8.348445566,-0.361481228,Neutral,1,2014,8,11,15.0,0.1197827777751363
262,65,Other,North,Retired,Medium,680,Online,iOS,1,1,60003.13638,2,1,0,0,Silver,Auto,2.0,51.36108959,0.750810728,Good,0,2020,12,5,19.0,0.03893998386649102
263,39,Other,West,Salaried,High,609,Branch,iOS,1,1,29012.64157,1,1,2,1,Silver,Manual,1.0,48.32286364,0.58287645,Bad,0,2021,10,4,17.0,0.02069413781951934
264,66,Male,South,Self-employed,High,841,Online,Web,2,1,48131.763028208115,1,1,2,0,Silver,Auto,9.0,28.69659248,0.164407317,Bad,1,2015,3,10,13.0,0.3136260866607254
265,69,Female,West,Student,High,539,Agent,iOS,1,1,37939.24677,0,0,2,0,Silver,Manual,1.0,77.11337879,0.800257315,Good,0,2017,8,8,16.0,0.012967918352057467
266,32,Other,West,Salaried,High,482,Agent,Android,0,1,64095.87565,3,2,3,0,Platinum,Manual,1.0,98.07234399,0.22829699,Bad,0,2017,6,8,15.0,0.010196554495546324
267,18,Other,South,Salaried,Low,483,Agent,Android,0,1,40119.84377,2,0,1,0,Silver,Manual,3.0,8.443715109,0.705988769,Neutral,0,2011,10,14,17.0,0.35529384415188947
268,19,Female,South,Retired,High,765,Branch,iOS,0,1,34316.38616,1,1,1,0,Platinum,Manual,1.0,13.63932756,-0.039051076,Bad,0,2018,4,7,14.0,0.07331739747439572
269,25,Female,North,Salaried,High,736,Online,Android,1,1,45520.20684,2,0,1,0,Basic,Auto,3.0,6.446951038,0.192074999,Bad,0,2020,10,5,18.0,0.4653362469045015
271,42,Other,North,Self-employed,Medium,300,Branch,Web,1,1,50326.1651,1,1,1,0,Platinum,Manual,1.0,32.60265039,0.545894158,Bad,1,2014,9,11,20.0,0.03067235295406301
272,19,Other,South,Retired,Medium,804,Agent,iOS,3,1,15470.8444,2,1,1,0,Silver,Manual,4.0,66.25104006,0.21143745,Good,1,2021,11,4,15.0,0.060376410640156225
273,68,Male,West,Student,Medium,661,Agent,Android,2,1,39231.8389,0,0,3,1,Platinum,Manual,0.0,19.33688138,0.349917671,Neutral,1,2014,8,11,11.0,0.0
274,26,Male,South,Salaried,High,582,Branch,iOS,0,1,48131.763028208115,1,0,0,0,Basic,Manual,2.0,26.90209589,0.533251492,Neutral,0,2020,5,5,25.0,0.07434364995864269
275,26,Other,North,Self-employed,Low,828,Branch,Android,1,1,32522.29776,0,0,0,0,Platinum,Manual,4.0,108.3868986,0.735920996,Good,0,2021,2,4,17.0,0.03690482938128834
276,30,Other,West,Retired,Low,468,Agent,Web,0,1,60145.61755,2,0,1,0,Basic,Manual,1.0,32.8627205,0.51623933,Good,0,2020,8,5,22.0,0.03042961704889892
277,23,Female,North,Retired,Medium,485,Agent,iOS,2,1,32401.52194,1,2,2,0,Silver,Auto,3.0,41.73693765,0.465882386,Neutral,0,2020,1,5,25.0,0.07187877618520007
278,47,Female,West,Retired,Medium,421,Online,Web,2,1,68812.78341,4,1,1,0,Basic,Auto,0.0,93.56739608,0.24156341,Neutral,0,2012,10,13,20.0,0.0
279,32,Other,North,Self-employed,High,740,Agent,Web,1,1,48131.763028208115,0,0,3,0,Gold,Manual,3.0,20.05635749,0.639036359,Neutral,0,2019,7,6,22.0,0.14957850654067095
280,68,Other,South,Self-employed,Medium,773,Agent,iOS,2,1,28598.22374,3,1,3,0,Silver,Manual,1.0,149.1639829,0.208208914,Neutral,1,2014,7,11,14.0,0.0067040312316573305
281,32,Female,East,Student,Medium,421,Online,iOS,1,1,79328.73936,1,0,2,0,Gold,Manual,3.0,85.97051446,0.931195314,Neutral,0,2016,1,9,26.0,0.03489568509440324
282,67,Male,East,Self-employed,Medium,591,Branch,iOS,2,1,62687.77683,0,1,1,0,Basic,Auto,3.0,6.76937949,0.741560075,Bad,0,2013,8,12,22.0,0.44317208164082406
283,24,Male,West,Retired,Medium,546,Online,Web,0,1,60064.50153,1,0,2,0,Basic,Manual,2.0,44.07076675,0.593170416,Good,0,2013,4,12,22.0,0.045381556698239206
284,28,Other,South,Self-employed,Low,487,Online,Android,2,1,62517.51164,0,1,3,0,Silver,Manual,2.0,6.762800651,0.424040188,Neutral,0,2014,5,11,23.0,0.29573546570595194
285,57,Other,North,Retired,High,822,Agent,iOS,1,1,50836.53259,1,0,0,0,Basic,Manual,1.0,45.2918554,0.421945238,Bad,0,2012,12,13,27.0,0.022079024830587973
286,55,Female,West,Student,Low,583,Branch,Web,1,1,72423.73524,0,1,0,0,Basic,Auto,2.0,67.39412487,0.264666334,Good,0,2018,11,7,24.0,0.029676177320469746
287,57,Other,West,Student,Medium,423,Agent,iOS,2,1,48216.2103,1,0,0,1,Gold,Auto,1.0,33.81618743,0.42609042,Bad,0,2013,5,12,19.0,0.02957163642619425
289,68,Female,North,Self-employed,High,705,Online,Android,0,1,63083.8338,1,0,3,1,Gold,Manual,5.0,17.93615844,0.276071976,Neutral,0,2012,5,13,16.0,0.2787664937687738
290,65,Female,North,Self-employed,Low,636,Branch,Web,0,1,51885.39115,1,0,0,0,Basic,Auto,0.0,74.29874947,-0.053718345,Good,0,2015,12,10,28.0,0.0
291,56,Male,South,Salaried,Low,458,Agent,iOS,2,1,64018.43999,0,1,5,0,Gold,Auto,1.0,140.6827693,0.289143566,Neutral,0,2017,12,8,20.0,0.007108191038431599
292,27,Male,East,Student,Medium,566,Branch,Android,2,1,42278.72997,3,0,2,0,Basic,Manual,2.0,92.38623474,0.28213174,Bad,1,2021,11,4,12.0,0.021648246685542973
293,61,Female,West,Student,Low,591,Branch,iOS,0,1,58829.34379,1,0,0,0,Basic,Manual,1.0,17.82575142,0.826271235,Bad,0,2021,7,4,28.0,0.05609861690756148
294,34,Other,West,Retired,Medium,450,Branch,iOS,0,1,27703.37697,1,0,2,0,Platinum,Auto,4.0,133.3481569,0.330947103,Neutral,0,2018,7,7,17.0,0.029996665068266874
295,24,Male,East,Salaried,Medium,584,Agent,Android,0,1,57833.78798,1,1,1,0,Basic,Auto,1.0,101.1385698,-0.035812047,Neutral,0,2011,9,14,19.0,0.009887424767598404
296,57,Female,West,Self-employed,Medium,450,Online,iOS,2,1,73542.4878,1,1,1,1,Platinum,Auto,0.0,16.16310283,0.890521529,Bad,0,2016,3,9,26.0,0.0
297,56,Other,South,Retired,High,423,Online,Android,0,1,52313.25213,0,1,2,0,Platinum,Manual,2.0,82.43646912,0.299402484,Neutral,0,2020,8,5,21.0,0.02426110702398798
298,21,Other,North,Self-employed,High,571,Branch,Android,0,1,63871.16658,1,0,2,0,Silver,Manual,4.0,24.96579207,0.557653191,Good,0,2020,7,5,18.0,0.16021923072917751
299,52,Female,East,Self-employed,Low,639,Branch,Web,2,1,71782.59797,0,0,5,1,Gold,Manual,4.0,53.13745633,0.592812138,Neutral,0,2020,1,5,19.400753212228622,0.075276467416106
300,68,Male,South,Self-employed,Low,746,Branch,Android,2,1,76606.41057,1,1,1,0,Basic,Auto,0.0,3.503092756,0.586047984,Good,0,2015,9,10,21.0,0.0
301,64,Other,North,Salaried,High,756,Online,iOS,0,1,8294.118825,0,0,3,0,Gold,Auto,0.0,18.40779168,1.046664352,Good,0,2021,2,4,20.0,0.0
302,53,Male,East,Student,Low,830,Agent,Web,1,1,48132.87152,1,1,3,0,Gold,Manual,1.0,75.4852732,0.246789652,Bad,0,2011,3,14,28.0,0.013247617152427555
303,48,Female,South,Student,Medium,412,Branch,Web,2,1,46060.83576,2,0,1,0,Silver,Auto,2.0,117.8017805,0.401085102,Bad,0,2013,1,12,19.0,0.016977672081959744
